,text_original,text_traducido,clase_RegLog,clase_SVM,clase_NavieBayes
3689,y no marcharon para apoyar los venezolanos que sufren la xenofobia que cosas no enfotos marchan en venezuela para apoyar ecuador por logro popular pic twitter com rqlvpypa77,and they did not march to support Venezuelans suffering from xenophobia that things not in focus are marching in Venezuela to support Ecuador for popular achievement pic twitter com rqlvpypa77,2,2,1
3690,exacto yo me acuerdo el deportivo quito era lider de la liga de ecuador en ese entonces los clubes venezolanos en sudamericana eran la sopita de todo el mundo adivina quien fue el primer equipo extranjero que quedo fuera por un venezolano si dep quito ante el danz hahaha,"Exactly, I remember the sports team from Quito was the leader of the Ecuadorian league. At that time, the Venezuelan clubs in South America were the soup of the whole world.",2,2,2
3691, ordoñes cree la oea es ademas de un organismo de anacrónicos para él ignorantes no se han enterado argentina brasil chile peru ecuador colombia están inundados de venezolanos migrantes por crisis,"Ordoñez believes the OAS is in addition to an anachronistic organization, for him ignoramuses have not heard about Argentina, Brazil, Chile, Peru, Ecuador, Colombia, they are flooded with Venezuelan migrants due to crisis.",2,2,2
3692,yo le preguntaría miss grand perú panamá ecuador sobre la xenofobia que existe en su país con el pueblo venezolano de que forma ayudaría hacer consciencia en sus paisanos no esas típicas preguntas gafas te gusta venezuela obvio no ves sus redes que le encanta ,I would ask you miss grand peru panama ecuador about the xenophobia that exists in your country with the Venezuelan people in what way it would help to make your countrymen aware not those typical questions glasses you like venezuela obvious you do not see their networks that they love,1,2,2
3693,pura paja como cambia esto la situación de los venezolanos en países como aruba curazao panamá trinidad ecuador perú donde la xenofobia es cada día mayor quien vela por sus derechos ,"Pure straw how this changes the situation of Venezuelans in countries such as Aruba, Curaçao, Panama, Trinidad, Ecuador, Peru, where xenophobia is increasingly who watches over their rights.",2,2,1
3694, ecuador no fue el país donde se realizó una gran marcha nacional en contra de los migrantes venezolanos ,Ecuador was not the country where a great national march against Venezuelan migrants took place,2,1,1
3695,41 venezolanos creando xenofobia en ecuador luego no se quejen lo que no entiendo es por que en venezuela no hay xenofobia contra los cubanos ,41 Venezuelans creating xenophobia in Ecuador then do not complain what I do not understand is that in Venezuela there is no xenophobia against Cubans,2,2,2
3696,realmente los venezolanos emigraron los países han ido callendo uno uno colombia volvió la farc brasil quieren soltar lula ecuador se alzaron los indios perú entre la xenofobia el lío país no para méxico tiene su parte de amlo usa quieren hacerle juicio trump ,Venezuelans really emigrated the countries have been falling one one Colombia returned the farc Brazil want to release lula Ecuador the Peru Indians rose between xenophobia the mess country not for mexico has its share of amlo uses they want to do trial trump,2,2,1
3697,claro si para aya es donde va toda esa migración de venezolanos colombia ecuador etc ,"Of course, if this is where all that migration of Venezuelans goes Colombia Colombia Ecuador etc.",2,2,2
3698,tanto que los indios el coño esos de ecuador han jodido nuestros hermanos venezolanos humillándolos desterrándolos con una xenofobia delirante viene estos mamagvos jalando bolas con su politiquería populista de mierda sinverguenzas,"So much so that the Indians the pussy those from Ecuador have screwed our Venezuelan brothers humiliating them, banishing them with a delirious xenophobia, these mamagvos are pulling balls with their populist political shit, scoundrels",1,2,1
3699,tanto que los indios el coño esos de ecuador han jodido nuestros hermanos venezolanos humillándolos desterrándolos con una xenofobia delirante viene este mamagvo jalando bolas con su politiquería populista de mierda anda joder al coñoetumadre ,"So much so that the Indians the pussy those from Ecuador have fucked our Venezuelan brothers humiliating them, banishing them with a delirious xenophobia, this mamagvo is pulling balls with his fucking populist politicking, he is fucking the pussyetumadre",1,2,1
3700,si neo fuera venezolano video improvisado follow follow ploshshop_ doblajespañol doblajeenespañol valencia caracas barquisimeto ecuador peru ,if neo were Venezuelan improvised video follow follow ploshshop_ dubbing spanish dubbing in spanish valencia caracas barquisimeto ecuador peru,2,2,1
3701,250 venezolanos retornan con el plan vuelta la patria tras sufrir agresiones xenofobia en ecuador vía ,250 Venezuelans return with the plan back to the homeland after suffering xenophobia attacks in Ecuador via,2,2,1
3702,cuando gobierna la izquierda los sindicatos callan ante los abusos esta marcha debió haber sido contra la xenofobia en ecuador contra los venezolanos,when the left governs the unions remain silent before the abuses this march should have been against xenophobia in ecuador against Venezuelans,2,2,1
3703,porque no habían marchado contra la xenofobia el maltrato que recibieron sus hermanos venezolanos en ecuador hace poco falsos hipocritas ,"because they had not marched against xenophobia, the mistreatment that their Venezuelan brothers received in Ecuador recently, false hypocrites",2,2,1
3704,an exige atención consular para migrantes venezolanos solicitan la acnur verificar estatus de venezolanos retenidos las autoridades en perú ecuador colocados en albergues ,still requires consular attention for Venezuelan migrants request UNHCR to verify status of Venezuelans held by authorities in peru ecuador placed in shelters,2,2,2
3705,protestas en ecuador arrecian la xenofobia contra venezolanos vía nacional,protests in Ecuador intensify xenophobia against Venezuelans via national,2,0,2
3706,lo ella tiene responder es por la migración nivel dios que llego al ecuador sin ningún documento penal literalmente como ahora dicen los venezolanos ahora esta es su segunda casa l ,"What she has to answer is for the god-level migration that arrived in Ecuador without any criminal document, literally as Venezuelans now say, this is her second home l",2,2,1
3707,último descubrimiento de inteligencia candidato es que inmigrantes venezolanos ya no son víctimas de dictadura sino quintacolumna castrochavista para hacer la revolución en colombia ecuador ahora quién podrá defendernos ,Candidate's latest intelligence discovery is that Venezuelan immigrants are no longer victims of dictatorship but Castro-Castro fifth column to make the revolution in Colombia Ecuador now who will be able to defend us,2,0,1
3708, internacional gobierno de ecuador acuso migrantes venezolanos de la crisis de su país ,international government of Ecuador accused Venezuelan migrants of the crisis in their country,2,0,0
3709,podrán capturar los cabecillas del caos el socialismo sxxi pero mis amigos créanme el caldo de cultivo es la ignorancia la pobreza el odio de clases los cubanos venezolanos ven tierra muy fértil en ecuador no lo piensan soltar triste desenlace en dos añitos ,Socialism XXII may capture the leaders of the chaos but my friends believe me the breeding ground is ignorance poverty class hatred the Venezuelan Cubans see very fertile land in Ecuador they do not think to release sad outcome in two years,2,1,1
3710,que cinismo el de uds jajajaj apoyan las protestas en ecuador donde el discurso de los protestantes eran fuera los venezolanos pero atacan trump porque dice que el que no sea feliz en los ee uu se puede ir jajajaja van para el infierno,That cynicism that of you hahaha support the protests in Ecuador where the speech of the protesters was outside the Venezuelans but attack Trump because he says that whoever is not happy in the USA can go hahahaha they go to hell,1,0,1
3711,y eso que en méxico la migración venezolana en su mayoría son personas que estaban acomodadas personas con estudios así te imaginas cómo les va los que solo pueden emigrar colombia ecuador perú etc que llegan caminando pobres espero consigan trabajo de sus carreras,and that in mexico the venezuelan migration are mostly people who were accommodated people with studies so you imagine how they are doing those who can only emigrate colombia ecuador peru etc who come walking poor I hope they get work from their careers,0,2,1
3712,yo pensando en mi familia en toda esas personas pasando hambre en venezuela todos esos venezolanos en ecuador perú que no nos quieren nos agreden nos corren de su país con su gran xenofobia pic twitter com iywzpmpu7s,"I thinking of my family in all those people starving in Venezuela, all those Venezuelans in Ecuador, Peru, who do not want us, attack us, run us from their country with their great xenophobia pic twitter com iywzpmpu7s",0,2,1
3713,información importante hoy comienza la fase dos del proceso del censo para venezolanos en ecuador revisa toda la información que debes saber para ésta fase censovenezolanos ecuador migracion ,Important information today begins phase two of the census process for Venezuelans in Ecuador review all the information you need to know for this census phase Venezuelans Ecuador migration,2,2,1
3714,la migración venezolana también ha servido como un tipo de depuración para la belleza ese poco de feaa que emigraron perú ecuador no regresarán porque allá son reinas ,Venezuelan migration has also served as a type of purification for the beauty that little bit of ugly people that emigrated from Peru Ecuador will not return because they are queens there,1,2,2
3715,no es llenarse de odio pero por dios como vamos marchar por ciudadanos de ecuador si ellos no tratan bien nuestros venezolanos que van su país trabajar por una mejor calidad de vida cuando en nuestra tierra fueron bien recibidos,"It is not filled with hatred but by God, how are we going to march for citizens of Ecuador if they do not treat our Venezuelans well, who are going to their country to work for a better quality of life when they were well received in our land?",1,2,2
3716,el intento de golpe de estado ha sido muy bien planificado con antelación la logística financiamiento estrategias todo cada actor fue contactado con antelación todos los mal vivientes venezolanos los asesinos correístas ,the coup attempt has been very well planned in advance the logistics financing strategies all each actor was contacted in advance all the Venezuelan evildoers the correista assassins,2,2,2
3717,más perdidos los chamos apoyan ecuador eso están en protestas ellos solo hicieron el diario migración debe devolverlos total ya hicieron el encargo ni saben de lado están,"the los los los chamos support ecuador, they are in protests, they only did the daily migration, they must return them in full, they already made the order and they do not know what they are on the side.",2,0,1
3718,no le pares bola que gente así no llega viejo por la clase de basura que son cuando generalizan que todos los venezolanos somos iguales en perú ecuador hay bastantes asesinos como prueba mira como piensan asesinan con sus opiniones ,do not stop ball that people like that do not get old because of the kind of garbage they are when they generalize that all Venezuelans are equal in peru ecuador there are quite a few murderers as evidence look how they think they murder with their opinions,2,2,2
3719,mi rechazo los actos de xenofobia en ecuador perú contra nuestro hermanos venezolanos torturan asesinan los queman vivo debemos llevar esto niveles internacionales de los derechos humanos urgente,my rejection of the acts of xenophobia in ecuador peru against our venezuelan brothers torture murder the burned alive we must take this to international levels of human rights urgently,2,2,1
3720,la pregunta del millón seguiremos dándole la apertura que habíamos brindado nuestros queridos hermanos migrantes venezolanos abrohilo,the million dollar question we will continue giving you the openness that our dear Venezuelan migrant brothers abrohilo had provided,2,2,1
3721,países como ecuador chile perú panamá guatemala honduras el salvador trinidad tobago ya han comenzado limitar la entrada de migrantes venezolanos el éxodo venezolano sigue aumentando ,countries like ecuador chile peru panama guatemala honduras el salvador trinidad tobago have already started limiting the entry of venezuelan migrants the venezuelan exodus continues to increase,2,2,1
3722,sabes que correa vete para el coño de tu madre anda ecuador te espera desgraciado fuiste el hombre más chulo que tuvo chávez osea tu te robaste mucho dinero venezolano eso no te importó eres el peor corrupto de la historia de tu pueblo harvard no produce ladrones ni asesinos,"You know that strap off, go to your mother's pussy, go to Ecuador, you are waiting, unhappy, you were the coolest man that Chávez had, you stole a lot of Venezuelan money, you did not care, you are the worst corrupt in the history of your town, Harvard does not produce thieves or murderers.",1,2,2
3723,la obtención de visa no es permanente no se cambia tampoco su requisito de obtenerla en origen ecuador abrió frontera por 10 días a propósito sabes cual es el país que más ha ayudado inmigrantes venezolanos pic twitter com apvl8ef0go,Obtaining a visa is not permanent nor does it change your requirement to obtain it in origin Ecuador opened the border for 10 days by the way you know which is the country that has most helped Venezuelan immigrants pic twitter com apvl8ef0go,1,2,2
3724,mara topic miss grand ecuador 2019 habló de la xenofobia contra venezolanos ,Mara topic miss grand ecuador 2019 spoke of xenophobia against Venezuelans,2,2,1
3725,sin deben ser juzgados lenin moreno romo jarrin por ordenar matar ls indigenas tambien por dejar entrar sin papeles ladrones asesinos secuestradores venezolanos cunanos colombianos ecuador ,"Lenin Moreno Romo Jarrin should be tried for ordering to kill the indigenous people, also for letting thieves, assassins, murderers, kidnappers, Venezuelans, Colombians, Colombians, Ecuador.",2,2,2
3726,quien pide explicación de lo que sucede con venezolanos en ecuador crímenes de odio por responsabilidades ajenas bastaya ,Who asks for an explanation of what happens to Venezuelans in Ecuador hate crimes due to other people's responsibilities bastaya,0,2,1
3727, por qué no dijeron allí para sacarlos inmigrantes de venezolanos que están poniendo peligro en el ecuador por qué no le quitan la tarjeta que dio el gobierno las visas,Why did they not say there to remove them immigrants from Venezuelans who are putting danger in Ecuador why they do not take away the card that the government gave the visas,2,2,2
3728,entonces los venezolanos no han luchado la situación de ecuador no ha sido la misma que en venezuela nivel de impacto económico sobre una mayor parte de la sociedad su ignorancia sobre los estudios de migración es demasiado evidente ,"So the Venezuelans have not fought the situation in Ecuador has not been the same as in Venezuela, the level of economic impact on a greater part of society, their ignorance of migration studies is too evident.",2,2,1
3729,señor canciller me parece que es retórica nada concreto acaso parte de la migración venezolana no es una estrategia de maduro d cabello para desestabilizarnos la visa para cuando perú ecuador chile ya la impusieron,"Mr. Chancellor, it seems to me that it is nothing concrete rhetoric, perhaps part of the Venezuelan migration is not a mature hair strategy to destabilize our visa for when Peru, Ecuador and Chile already imposed it.",2,2,2
3730,sigue la gente metiendo odio en las redes los venezolanos serán la excusa perfecta pobre ecuador con tantos irresponsables malhechores ,continue people putting hate in the networks Venezuelans will be the perfect excuse poor Ecuador with so many irresponsible criminals,2,2,1
3731,ya correa nicolás diosdado cumplieron su cometido en ecuador mandaron sus malandros quemaron la contraloría donde reposaban los expedientes por corrupción de correa generaron xenofobia los venezolanos honestos como lo hicieron en perú colombia ,"Nicholas Diosdado Correa already fulfilled his mission in Ecuador sent his thugs burned the comptroller's office where the files for corruption of the belt rested. Xenophobia was generated by honest Venezuelans as they did in Peru, Colombia.",2,2,2
3732,uds dos son un par de payasos hablando de represión de ddhh cuando son los principales violadores asesinos represores del pueblo venezolano la posición del ecuador les queda muy grande allí no hubo ni vencedores ni vencidos allí ganó el país ,"you two are a pair of clowns talking about the repression of ddhh when they are the main rapists, murderers, repressors of the Venezuelan people, the position of Ecuador is too great for them, there were no winners or losers, the country won",0,0,1
3733,universionforos de mano de el patriotismo de los que luchan por la defensa de la democracia en ecuador rafael correa respira odio resentimiento por sus poros tras las pruebas de corrupción se apadrina del dictador venezolano lanza su ataque con ,"Universionforos by the hand of the patriotism of those who fight for the defense of democracy in Ecuador Rafael Correa breathes hatred, resentment for his pores after the evidence of corruption, he sponsors the Venezuelan dictator launches his attack with",2,0,0
3734,los niños muriendo de hambre en venezuela esta porquería pendiente de los problemas de ecuador bastante xenofobia ha tenido ese país con nuestros hermanos venezolanos este jalabola lo único que hace es propaganda para desviar los problemas payaso ,children dying of hunger in venezuela this crap pending the problems of ecuador quite xenophobia has had that country with our venezuelan brothers this jalabola the only thing it does is propaganda to deflect clown problems,2,1,1
3735,13 oct 2019 lo que sucede en ecuador sucederá en colombia la llegada de 4 millones de inmigrantes venezolanos la mayoría hijos de colombianos desplazará la clase dominante del poder el el mediano plazo maduro manda en venezuela ,"Oct 13, 2019 What happens in Ecuador will happen in Colombia the arrival of 4 million Venezuelan immigrants, the majority of whom are children of Colombians, will displace the ruling class of power in the medium-term, mature rule in Venezuela",2,2,1
3736,dictador se te cierra el círculo nadie te quiere no lograron imponer correa en ecuador los venezolanos lograremos nuestra libertad con tu salida porque eres el cáncer de américa latina fuera asesino ,dictator your circle is closed nobody loves you they did not manage to impose a leash in ecuadorians Venezuelans will achieve our freedom with your departure because you are the cancer of latin america were a murderer,0,2,1
3737,además si la solución fuera tener combustibles baratos no tendríamos medio millón de venezolanos en nuestro país no habrían salido tres millones de estos de la pujante venezuela ,"In addition, if the solution were to have cheap fuels, we would not have half a million Venezuelans in our country, three million of these would not have come from the thriving Venezuela.",2,2,2
3738,ah pero es que hay ecuatorianos fuera de ecuador en serio como los trataran por allá los trataran tan mal como ellos tratan los venezolanos seran todos correctos abran delincuentes entre ellos jodassss,ah but it is that there are Ecuadorians outside of Ecuador seriously how they will treat them there they will treat them as badly as they treat the Venezuelans they will all be correct open criminals among them jodassss,2,2,1
3739,el éxodo venezolano se está convirtiendo cada vez más en una crisis regional ecuador chile perú panamá guatemala honduras el salvador trinidad tobago ya han limitado la entrada de migrantes venezolanos ,"The Venezuelan exodus is increasingly becoming a regional crisis. Ecuador, Chile, Peru, Panama, Guatemala, Honduras, El Salvador, Trinidad and Tobago have already limited the entry of Venezuelan migrants.",2,1,1
3740,gracias por su valiente crítica pero no sólo usa el tema de la migración venezolana tiene una doble moral un doble discurso es lamentablemente pero bastaría con hacer una encuesta los compatriotas que hoy están en panamá ecuador perú chile por nombrar algunos ,"Thank you for your brave criticism, but you not only use the issue of Venezuelan migration, you have a double standard, a double discourse is unfortunately, but it would suffice to do a survey of the compatriots who today are in Panama, Ecuador, Peru, Chile to name a few.",2,2,1
3741,tu odio hacía el pueblo venezolano tu ceguera política tu fascismo tu sangre fría para cometer asesinatos tu frustración porque muy poca gente te parabola el no haber escuchado hablar la representación indígenas en ecuador no te permiten hablar de otra manera ,your hatred towards the venezuelan people your political blindness your fascism your cold blood to commit murders your frustration because very few people parable you for not having heard the indigenous representation in ecuador do not allow you to speak otherwise,2,0,2
3742,trata ésta palangrista mediocre de subir los niveles de xenofobia en contra de los venezolanos cuanto daño hacen cuando involucran al presidente nicolás maduro en un conflicto interno en ecuador venezolanos sometidos ser vulnerados en sus derechos,This mediocre longliner tries to raise the levels of xenophobia against Venezuelans as much damage as they do when they involve President Nicolás Maduro in an internal conflict in Ecuador. Venezuelans subject to being violated in their rights,2,2,2
3743,mara topic miss grand ecuador 2019 habló de la xenofobia contra venezolanos vía ,Mara topic miss grand ecuador 2019 spoke of xenophobia against Venezuelans via,2,2,1
3744, ojalá dentro de su diálogo sea ir retirando tanto venezolano ya que el flujo del dinero está saliendo del ecuador el ciclo de la economía de desprende llegaremos la crisis económica no es xenofobia es la verdad fueravenezolanos,"Hopefully, within their dialogue, it will be withdrawing so much Venezuelan since the flow of money is leaving Ecuador. The cycle of the economy comes off. We will arrive. The economic crisis is not xenophobia, it is the truth outside Venezuelans.",2,2,1
3745,fácil decir fuera los venezolanos pero difícil entender tu poco cerebro que sin razón alguna expulsa odio dios te bendiga,easy to say outside Venezuelans but difficult to understand your little brain that for no reason expels hate god bless you,2,2,2
3746, ojalá dentro de su día que diálogo sea ir retirando tanto venezolano ya que el flujo del dinero está saliendo del ecuador el ciclo de la economía de desprende llegaremos la crisis económica no es xenofobia es la verdad fueravenezolanos,hopefully within your day that dialogue will be withdrawing so much Venezuelan since the flow of money is leaving the equator the cycle of the economy comes off we will arrive the economic crisis is not xenophobia it is the truth outside Venezuelans,2,2,1
3747, ojalá dentro de su día que diálogo sea ir retirando tanto venezolano ya que el flujo del dinero está saliendo del país el ciclo de la economía de desprende llegaremos la crisis económica no es xenofobia es la verdad fueravenezolanos,hopefully within your day that dialogue will be withdrawing so much Venezuelan since the flow of money is leaving the country the cycle of the economy of detaches we will arrive the economic crisis is not xenophobia is the truth outside Venezuelans,2,2,1
3748,estoy en ecuador no hay xenofobia pero medios pendejos como tú se empeñan en decir que sí como en cualquier país se exije la salida de venezolanos delincuentes entiendes ,"I am in Ecuador there is no xenophobia but assholes like you insist on saying yes as in any country the departure of criminal Venezuelans is required, you understand",0,2,2
3749, dialogoporlapaz el contrabando de lleva millones millones de dólares colombia perú que pasa con la alta tasa de migración de venezolanos que lo únicos que hacen es sacar el dólar de ecuador para que llegue su país lapazserecupera ,Dialogoporlapaz smuggling carries millions of millions of dollars Colombia Peru that happens with the high rate of migration of Venezuelans that the only thing they do is get the dollar out of Ecuador so that their country can recover.,0,2,2
3750, debatear2019 ningún soldado de ninguna otra nacionalidad no sea venezolano pise el suelo de venezuela no la injerencia yanquee yanquee fuera de la patria grande colombia venezuela ecuador sin la pata yanquee sobre ellos ,debate2019 no soldier of any other nationality is not Venezuelan step on the soil of venezuela no interference yanquee yanquee outside the homeland Colombia venezuela ecuador without the yanquee leg on them,2,1,1
3751, los sirios son como los m cuál es el terrotista me dijo un día un amigo hablando de la migración en europa eso nos pasó en latinoamérica con los venezolanos les abrimos las puertas cuáles son chavistas vienen sembrar caos violencia no lo sabemos miremos ecuador pic twitter com eyqumu1riu,"The Syrians are like mine, what is the Earthman? A friend told me one day talking about migration in Europe. That happened to us in Latin America.",2,0,0
3752,lenin es un parapléjico asesino usted corrupta no expresa crítica este gobierno atacan al venezolano colombia ecuador son gobernados por hampones asesinos,"Lenin is a paraplegic assassin, you corrupt, you do not express criticism, this government attacks the Venezuelan, Colombia, Ecuador, they are ruled by murderous thugs.",2,0,1
3753,ecuador con medidas populistas colombia enfrenta una crisis humanitaria por el éxodo de inmigrantes venezolanos causa del socialismo argentina en la debacle por malos manejos izquierdistas en perú de verdad hay crisis política ellos si crecen igual que brasil,Ecuador with populist measures Colombia faces a humanitarian crisis due to the exodus of Venezuelan immigrants cause of Argentine socialism in the debacle due to leftist mismanagement in Peru there really is a political crisis they do grow like Brazil,2,1,1
3754,los resultados de este paquetazo en ecuador terminara por incrementar la migración venezolana peru como va quedar la economía en peru ,"The results of this package in Ecuador will end up increasing Venezuelan migration in Peru, as will the economy in Peru.",2,0,1
3755,bueno cómo era de esperarse los 17 venezolanos que fueron detenidos en el aereopuerto de ecuador fueron liberados sin cargos luego de la desgraciada los acusara de tener armas querer atentar contra el lisiado moreno vieja sucia promueve xenofobia,"Well, as expected, the 17 Venezuelans who were detained at the Ecuador airport were released without charge after the unfortunate woman accused them of having weapons, wanting to attack the crippled old dirty woman, promoting xenophobia.",2,2,1
3756,el pueblo tiene derecho protestar pero la intromisión este tipo de grupos agudiza la crisis no es una exageración suponer venezolanos cubanos estén detrás el hecho que tantos trolls desde venezuela estén incitando el odio en ecuador evidencia esta presencia xtranjera ,"The people have the right to protest, but the meddling of this type of group exacerbates the crisis. It is not an exaggeration to suppose that Venezuelans are behind the fact that so many trolls from Venezuela are inciting hatred in Ecuador.",1,0,0
3757,ese canal auspiciador de regimenes terrorismo corrupción debe salir del aire de cualquier otro país diferente al venezolano fuera de colombia fuera de ecuador fuera de perú fuera ,"This channel that sponsors regimes, terrorism and corruption must get off the air of any other country other than Venezuela outside of Colombia outside of Ecuador outside of Peru.",2,2,1
3758,ee uu entregará usd 30 millones ecuador para atender la crisis de migrantes venezolanos este contenido ha sido publicado originalmente por diario el comercio en la siguiente dirección ,The us will deliver usd 30 million ecuador to attend the crisis of Venezuelan migrants this content has been originally published by the trade newspaper at the following address,2,2,1
3759,es sumamente grave que se persiga la migración venezolana con objetivos políticos como ocurre en ecuador perú colombia pero también es muy grave el dato de fondo somos testigos de la élite más pirata ignorante mediocre de la historia latinoamericana lameculos de usa ,"It is extremely serious that Venezuelan migration is pursued for political purposes, as is the case in Ecuador, Peru, Colombia, but the basic information is also very serious, we are witnesses of the most ignorant, mediocre, pirate elite in Latin American history.",2,2,1
3760,esta noticia es falsa ya los soltaron por falta de pruebas eran taxistas trabajadores honrados por favor no se sume la desinformacion que crea mas odio hacia los venezolanos de bien nos encontramos en ecuador irresponsables ,this news is false since they were released due to lack of evidence they were honest hard-working taxi drivers please do not add the disinformation that creates more hatred towards Venezuelans well we are irresponsible in ecuador,2,2,1
3761,cuando los venezolanos llegaban ecuador fueron tratados con desprecio asesinados por xenofobia por huir de una tirania pero ahora el karma se está encargando de cobrar no les deseo mal espero salgan pronto de su situación ceroxenofobia venezuela indigenaspic twitter com gogbsq15lc,"When the Venezuelans arrived in Ecuador, they were treated with contempt, killed by xenophobia for fleeing a tyranny, but now karma is taking charge, I do not wish them badly, I hope they will soon come out of their situation.",2,2,2
3762,la xenofobia ha sido siempre un arma ideológica del fascismo para hitler los judios eran al mismo tiempo los dueños de los bancos comunistas para los fachos los venezolanos huyen de maduro pero al mismo tiempo quieren instaurar un regimen castrochavista en ecuador ,xenophobia has always been an ideological weapon of fascism to hitler the Jews were at the same time the owners of the communist banks for the factions the Venezuelans flee from mature but at the same time they want to establish a Castro-chavista regime in ecuador,0,2,1
3763,conozca más dictadura por migración venezolanos en ecuador están conociendo lo que es una verdadera dictadura también algunas medidas neoliberales que se aplicarían con el gob guaidó solo es aplicada por gobiernos de derecha en combinación con el fmi puebloheroicodepazpic twitter com to205dbp5z,learn more dictatorship for migration Venezuelans in Ecuador are learning what a true dictatorship is also some neoliberal measures that would be applied with the guaidó government are only applied by right-wing governments in combination with the imf puebloheroicodepazpic twitter com to205dbp5z,2,2,2
3764, saludos bendiciones de un venezolano en ecuador mano dura con quienes quieran desestabilizar el orden democracia en tan hermoso pais mirense en el espejo de mi venezuela no permitan lo mismo fuera el comunismo socialista de sur america ,"Greetings, blessings of a Venezuelan in Ecuador, have a hard time with those who want to destabilize the democracy order in such a beautiful country, look in the mirror of my Venezuela, do not allow the same outside of socialist communism in South America",0,2,2
3765, son venezolanos cubanos infiltrados son vándalos asesinos nooooo son pueblo son trabajadores amas de casas jubilados estudiantes niños somos todos ecuador cacerolazocontraelpaquetazo yotambiensoyzangano ,"They are Cuban Venezuelans infiltrated, they are murderous vandals, they are people, they are workers, housewives, retired, students, children, we are all Ecuador, Cacerolazo, against the package, and also, Tanzanian.",2,1,1
3766,remembranza recuerdo cuando en un comunicado por tv lenin animaba al pueblo ecuatoriano que expulsara con violencia los venezolanos que cosas lenin hoy ese mismo pueblo con violencia le dice ud fuera será el efecto de escupir hacia arriba ecuador ,remembrance I remember when in a statement on TV Lenin encouraged the Ecuadorian people to expel the Venezuelans with violence that Lenin things today that same people with violence tell you outside will be the effect of spitting up Ecuador,2,2,1
3767,sigan apoyando para que aumente la xenofobia los venezolanos en ecuador el mundo ,continue to support xenophobia in Venezuelans in the world to increase,2,2,2
3768,claro si desde aquí se alienta más la xenofobia diciendo que quienes están organizando las protestas los saqueos disturbios en ecuador son venezolanos enviados por el superpoderoso maduro dígame usted ,of course if xenophobia is encouraged from here saying that those who are organizing the protests the looting riots in ecuador are Venezuelans sent by the super-powerful mature tell me,2,2,2
3769, preocupación por la situación de los millones de colombianos en ecuador la violencia puede degradarse migración de connacionales venezolanos de regreso no existe medida alguna del gobierno sobre la frontera con el ecuador ayuda humanitaria solución dialogada ,"Concern over the situation of the millions of Colombians in Ecuador, violence may deteriorate, migration of Venezuelan nationals back, there is no government measure on the border with Ecuador, humanitarian aid, dialogue solution",2,2,2
3770,los tweets relacionando la migración venezolana con lo que pasa en ecuador me parecen la prueba más grande de qué latinoamérica jamás se desarrollará porque somos una sociedad dolida separatista que siempre busca culpar alguien más,The tweets linking Venezuelan migration to what happens in Ecuador seem to me the greatest proof of what Latin America will never develop because we are a separatist hurt society that always seeks to blame someone else.,2,2,2
3771,si debemos hacer eso ahí nos desasemos de venezolanos colombianos cubanos el resto de migrantes así solo sacamos adelante al ecuador ecuatorianos ,"If we must do that, we will get disengaged from the Cuban Colombian Venezuelans, the rest of the migrants, so we only move forward to the Ecuadorian Ecuador.",2,2,1
3772,permitame con respeto dudarlo mucho porque si lo que usted dice fuera cierto rafael correa estaria pagando muchos años de carcel ecuador ya sabria de las intenciones de cubanos venezolanos ya habrian erradicado todo eso desde la muerte de reyes el de las farc ,"Respectfully allow me to doubt it very much because if what you said was true, Rafael Correa would be paying many years in jail.",1,0,1
3773,lo ocurrido en ecuador ya estaba anunciado el grupo narco terrorista venezolano cubano ven en peligro su hegemonía criminal mueven sus mercenarios asesinos para crear zozobra es un echo real probatorio,What happened in Ecuador had already been announced by the Cuban Venezuelan narco-terrorist group. They see their criminal hegemony in danger. They move their murderous mercenaries to create anxiety.,2,1,1
3774,es hora desterrar ecuador cubanos venezolanos españoles todo extranjero ingresó nuestro país con ideologías destructoras promuertes en los últimos 12 años además sacar dl gobierno correistas agnados cognados tapiñados fuera hptas ,It is time to banish Ecuador Cuban Venezuelans Spanish all foreigners entered our country with destructive ideologies you promote in the last 12 years in addition to removing the government aggressors agnate cognates tapiñados outside hptas,2,2,2
3775,algo quedó en clara evidencia el cancer chavista madurista ha hecho metástasis en ecuador peru grupos delincuenciales madurista dañando la imagen del venezolano grupos disfrazados de falsos nacionalismo regionalista haciendo xenofobia contra los venezolanos el resultado,"Something was clearly evidenced by the cancer Chavista Madurista has metastasized in Ecuador, Peru, criminal groups Madurista, damaging the image of the Venezuelan groups disguised as false regionalist nationalism, making xenophobia against Venezuelans the result.",2,2,2
3776,aprovecharon el buen corazón del ecuatoriano entraron venezolanos cubanos esto tiene un título caballo de troya en ecuador eso nos hicieron complementaron con la corrupción el odio en la sociedad ,They took advantage of the good heart of the Ecuadorian Cuban Venezuelans entered this has a title Trojan horse in Ecuador that made us complemented with corruption hatred in society,2,2,2
3777,inteligencia del ejército policía de migración deben trabajar juntos en la cacería de los terroristas venezolanos cubanos colombianos ecuatorianos para desarticular toda célula rezago de ella ecuador país de paz ,intelligence of the army migration police must work together in the hunt for the Venezuelan Cuban Cuban Colombian Ecuadorian terrorists to dismantle every cell behind it Ecuador country of peace,2,0,1
